,0,1,2,3,4,5,6,7,8,9,10,11
0.4544401880172397,0.4281755357441358,0.774935615053242,1.0395189145177022,1.5612737731754052,1.7179508437328532,-1.373713750383955,1.9260443446669542,1.2724622864936515,0.3788810360033301,-0.1973196976009448,-1.5387258540232218,-0.48721611440522494
0.500961786299437,0.6669041169935245,1.054040186528606,1.1957415686022543,1.6364040453813846,1.5163314365140523,-1.3994276314920635,1.9136524610329946,1.4148116899201082,0.41514162625521916,-0.13950953786418818,-1.4653189273297733,-0.5325753291786923
0.5546518514820491,0.934550318490962,1.3217509492841586,1.3778683917076777,1.645420297079796,1.302858519918105,-1.4523730152280523,1.913166990066006,1.5646755617587238,0.5338339053191005,0.001938096829326219,-1.3080182768899173,-0.46005728602241236
0.6035260631248699,1.1816279797488818,1.6223647269714356,1.614781581375377,1.645327778350908,1.0670710987511902,-1.4516605474034021,1.9995276623098792,1.7008900883219207,0.7606364184081204,0.22923069955148134,-1.0647769217542882,-0.27187977213549397
0.650483875920448,1.4182521551317862,1.9152097062927524,1.9378914827007871,1.6549568994904096,0.7894902278271676,-1.3315220000426709,2.185410911373599,1.8002920646523224,0.9967076124013342,0.5361633857210518,-0.7778364770105762,-0.020186144547411633
0.7026700959722803,1.7164981159207533,2.2106991802246667,2.3817171165498565,1.7009680988343994,0.5446857297676246,-1.0973298117882355,2.484388954895685,1.9177942970169957,1.2736273888341683,0.9218931108559695,-0.46093264292458347,0.27769028106750127
0.7545738337739749,2.000569266317405,2.4898058795797327,2.92632112307646,1.7982044489355207,0.3673669635002944,-0.7139795688999384,2.919998407715738,2.037045273996841,1.605501212204276,1.266957919295798,-0.12499317325488002,0.5837583729589868
0.8024157801419278,2.2301499378843874,2.799648162538629,3.5590690581620894,1.9492182517929515,0.33734229513555086,-0.1971307206181946,3.445290076751004,2.1748726656443815,1.944189901032727,1.6328656031517317,0.23512016167881777,0.8674088041759355
0.8518966773187154,2.4314527742100873,3.111362120535362,4.247443098463595,2.175946929684542,0.4858310346734,0.3680494642363766,4.041767675410702,2.292646782191394,2.193109106471185,2.0053894680564417,0.5609294408457539,1.1550581395246018
0.9049762183797916,2.590203020941877,3.3657420632943142,4.973711618804458,2.4619148502470978,0.7720403114794766,0.8963146587158087,4.5914658937339645,2.412420669940678,2.39932215847283,2.3440654859787853,0.85962649737203,1.394074062876731
0.9541807372906989,2.7187126288412258,3.5762738889569645,5.627183004534068,2.7725232124187937,1.233757819120089,1.4738045012429681,5.086231839282721,2.555473064750498,2.51935748045662,2.5885916096584864,1.0751953224986721,1.613742603333463
1.0040558133074835,2.8558762545644942,3.694391029007379,6.184122569477927,3.08283126518182,1.8018584908413975,1.9510880325798374,5.485061790670587,2.722835995773781,2.625668629249233,2.742133774056586,1.2591607963166833,1.8274289984888776
1.0518216801377396,3.0116336820260936,3.731519704145081,6.651721905266912,3.3823564649146998,2.4359056439908997,2.3188147060492614,5.735005867821858,2.910040574295743,2.693736237429382,2.8438549522918417,1.3380532219413164,2.0970833445055272
1.1039060203135402,3.150910538890017,3.7114783090062984,7.0335451752598726,3.6158024584600206,3.0531079480909913,2.543540440045617,5.813885527468132,3.076197418707044,2.8018957124710826,2.8932384866322973,1.3050122767590104,2.388809748117568
1.1524598043297374,3.2421342742213315,3.6126951594204724,7.296846624703573,3.791574007070739,3.598941891051626,2.5994787155120345,5.753628749336817,3.222875874503951,2.8974407683468604,2.9190174145998236,1.2107249804272526,2.6754097803928234
1.2048899949052914,3.300366971537884,3.450711860922617,7.459664525014773,3.9247182501669466,4.021332221277943,2.497165787389296,5.645723878708669,3.304111111085994,2.939944481584567,2.9225185625432806,1.1195066287312216,2.9546547752216705
1.2556130210911458,3.3011815602540304,3.2585339452962594,7.519158787515245,4.003335857741947,4.324622503719316,2.331159263030074,5.517696883110541,3.312796164544164,2.9531178398168887,2.953989154886055,0.9797157347570593,3.1303233998517976
1.3018924737513469,3.2447403213770962,3.062060072922249,7.5390003747895955,4.064782560332565,4.540454104767144,2.0677294473067684,5.35562129505046,3.2383133957770713,2.9244128696456944,3.0052628343579317,0.8229617312940432,3.23887864976386
1.354919596074372,3.1775441289400033,2.884540520181174,7.549538116186127,4.1004163284465145,4.632782020517288,1.8016885957357853,5.188884217066681,3.134207509502239,2.847240168263446,3.0608712136667657,0.6064555603789726,3.271623382359704
1.4050757699321064,3.054060318168415,2.6674667440346935,7.5549451793914795,4.096076704872814,4.648441761242884,1.592527922072356,4.975358106202823,3.020308025705358,2.7794852692272958,3.121385842400513,0.39105310533791426,3.254279532469876
1.454374994965595,2.951270209498435,2.5362900640197057,7.5257672747820035,4.072088154889096,4.585696660527132,1.4935067234166088,4.786394636738372,2.9333725487698152,2.7260446543797068,3.131619053578231,0.17166566198237987,3.232221853869165
1.5029244369734442,2.847162142441726,2.4594183903757916,7.493040437527651,3.9892708450530305,4.456312780408812,1.5439802731588212,4.606571341620409,2.8229549265631437,2.653858876033301,3.093241057628807,-0.10855613789306018,3.1593421028380213
1.5533072133215076,2.7732798830993586,2.479898702527942,7.503486148700465,3.883181701076655,4.283182611988542,1.7143095452827792,4.503664570525501,2.816324199002192,2.5332209126792007,3.0580017066048404,-0.39220696341087247,3.0473278092573874
1.6052162370466856,2.7047782923883466,2.5235656804793987,7.488299736304418,3.7241343782222778,4.102168190825731,1.951501996374452,4.4199072597767195,2.9735985748686407,2.4278700791354204,3.00679523863034,-0.6723851477415987,2.939239078067052
1.654256451846474,2.6248784451345823,2.6283412657110046,7.448267047462669,3.572228014605291,3.9177646993619994,2.28183684630569,4.314232701581002,3.2509846947306626,2.3100390485706246,2.9390013738110863,-0.96266053361529,2.8550566514547286
1.703496713665724,2.5405453160320297,2.7500765136197796,7.403495245123727,3.439991963247152,3.7818598998575723,2.630390930084229,4.117722679489688,3.680946546298887,2.1608830781549657,2.8612135326720893,-1.2631009930831878,2.795328318720041
1.753572969399708,2.4095219807470363,2.825905940129674,7.260587697046614,3.33639158500087,3.651548267501641,2.919725621352247,3.8787257699775495,4.124985345368432,2.0549429039144216,2.7691451489819223,-1.5429031015838364,2.873893324458181
1.8049349630085392,2.2666619620859905,2.882191009337733,7.140469405716965,3.2408149030431868,3.500193626260903,3.156271508734866,3.6710693650637127,4.485286891260402,2.026900815748162,2.6600071066658884,-1.7280233134496341,3.0636443555330644
1.8533932228419872,2.078565140275784,2.8682564952480907,6.982064283891008,3.1682437455297863,3.2954072569762305,3.2747933631915345,3.4563321027060248,4.712532284621121,1.98211657738055,2.5308834477239994,-1.8808374474876053,3.3648473374980954
1.9036445433160527,1.9284942449586522,2.812370842681249,6.816055166923377,3.1392996918566496,3.085537758161463,3.360123839480605,3.2497111909794576,4.749566787810437,1.976574173458046,2.416502605281566,-1.9926136544108255,3.721713744244397
1.953670268141953,1.80092765144754,2.743813234382742,6.698391869895923,3.152087744903083,2.796099447479513,3.3796163563706303,3.029130625368925,4.647418137245387,2.0383691967036572,2.333324133449645,-2.086067513220324,4.0808345062767115
2.0043637183292358,1.749833245561494,2.6474552521257593,6.662526644975037,3.2059258198384386,2.4694298630007636,3.3080094863328235,2.7942462675517863,4.41001855333579,2.0333652150063473,2.2576167156656233,-2.1123435215636137,4.438094165589044
2.0545774080649912,1.6758957975896533,2.515189995058657,6.6910739980123335,3.2715898138364157,2.1360680805328625,3.167227377856634,2.604844011126425,4.11502720392983,2.06018899897044,2.234916310981947,-2.127970777666751,4.7981400441026185
2.10485314446972,1.6315988171487894,2.3337934860996485,6.740010733761926,3.3505478974928833,1.7820890521492732,3.076776185998043,2.427187044901452,3.7493297358038977,2.0378785889013598,2.2530073546869023,-2.1518349017607443,5.150449722890248
2.151923094348907,1.6365195499642138,2.144552468339384,6.795194181423197,3.3925717456106366,1.4638235198305427,2.9586372698908283,2.269957095699353,3.392432280982474,1.95672633140151,2.298838648843287,-2.2407761592338873,5.456061170755986
2.203750941397629,1.7128600975978179,1.9384156686378509,6.831698761759148,3.3992034032210725,1.1505895841533305,2.8527623999602163,2.2052415535162235,3.0997190252448505,1.7938060362224069,2.3387805982596293,-2.3583757649350643,5.713182201191092
2.2536987617850173,1.793720193935939,1.754511271228588,6.8807716376167765,3.3414145438758798,0.9013757453299917,2.8104822934703457,2.133732004515718,2.8736664838191612,1.633401216318457,2.3604363593850954,-2.528221466410339,5.918693376711547
2.3054763925632265,1.8351664229514364,1.6943537458697833,6.900658146187609,3.313490143962907,0.7882789605710884,2.7643667886380685,2.1028362772098936,2.7834950401880394,1.551080406411973,2.3820761769789125,-2.5931803388855172,6.018250651267579
2.3546680742322983,1.929652782591132,1.607714155153138,6.935136321831216,3.2315622708529084,0.5876565755823305,2.681260240738362,2.053193067995794,2.6679594596428653,1.3842687114523349,2.4306742988362267,-2.72805056759344,6.183627312782481
2.404393004860746,2.0357696888687613,1.5645386276716766,6.96232171767462,3.1168049872407666,0.41574863781506977,2.612623400780774,2.0151172261826766,2.6356739078126643,1.22467652373867,2.483236969342932,-2.8593150349038483,6.301269674494282
2.453215741680045,2.149081785656126,1.557999591169981,6.983941110794041,2.9735615706347485,0.2626305050718126,2.559981527639377,1.9828663270715816,2.6730908791335044,1.0842006898336662,2.5354250295373593,-2.97271259135559,6.368872892026691
2.5033656856997677,2.265251060169426,1.5763895726740729,7.003760599043933,2.8078802331589663,0.11528514662312672,2.523577325929766,1.951023967081508,2.7571729775265803,0.9734267960730492,2.5822846707141274,-3.052987909834893,6.385298743445497
2.5527401722101786,2.379822778618841,1.604747481231089,7.027100802371761,2.6266463625057197,-0.04106825891252708,2.5025902217307783,1.915177842478197,2.8582050029614816,0.9003602734223393,2.618340795592024,-3.085661029637215,6.350618003360598
2.605593991767819,2.4878791020038102,1.6271039740468973,7.060130682780418,2.4364887943562286,-0.22125226657524655,2.4954327517456703,1.8726846135241249,2.943662074955212,0.8690320199914172,2.637724048339844,-3.0591476021897677,6.266164283762645
2.655523563134921,2.583560382053765,1.6293459060219195,7.108939982939543,2.2424601162696813,-0.438015648956092,2.500124065901857,1.823521554049214,2.9831337930052615,0.8779785412071472,2.634331513459954,-2.967229838434927,6.1345993415942734
2.703546174803705,2.6594541373146994,1.6026998626848923,7.178390283444554,2.046491003040774,-0.6995244209758651,2.514740543389674,1.7712249864425451,2.954304433958059,0.9185966076436154,2.6020210835298396,-2.811878157874042,5.95998985305592
2.7538012709370983,2.705851709381112,1.5478347765247022,7.2707446787242445,1.8456185835253331,-1.0064594055501104,2.5379435221400457,1.723915502064942,2.849989186312238,0.9733724305103141,2.534839495801341,-2.6064235392724875,5.747895654646235
2.80129623420756,2.7098725992739583,1.4795836267203764,7.384076071596348,1.6299888389346762,-1.3487203401399532,2.5695841417413816,1.6954099670823042,2.686226421456468,1.0139853547981785,2.427284037658,-2.379080573025032,5.505469450937214
2.8551862205549696,2.6544564839637337,1.4322842222689127,7.510454086471818,1.3806330325979963,-1.7017365241895122,2.6113852997947675,1.7064203137204943,2.5114260018425987,0.9992860700832413,2.2745979209298777,-2.17682121518207,5.241567989083757
2.904429314118109,2.5172229130395563,1.465739068511513,7.633910601206701,1.067018171193179,-2.022384007449094,2.667700721708966,1.7858391169402197,2.4165736260937214,0.87314933898892,2.073099325066683,-2.069599243136786,4.966874700068008
2.9536208070042758,2.269198685523741,1.671794317057722,7.728183897602626,0.6443714974462929,-2.244509319185165,2.746351143933297,1.9721119565336631,2.546491211046147,0.5622012433047783,1.820544109168325,-2.154925412972668,4.694033806678057
3.0052786864528875,1.873412906832138,2.1815377991072507,7.754241430555809,0.05077901429894305,-2.274059738275724,2.859537610630477,2.314696564640875,3.112153310727209,-0.0265790522356193,1.5165221928735697,-2.5627933184721865,4.437795898221633
