,0,1,2,3,4,5,6,7,8,9,10,11
-0.9510286909841548,0.042447920871216016,0.058833390031888116,-0.06985372264865879,-0.2119421850672605,-0.6653381178695293,0.3721098868688721,-0.2406299520113852,0.002508274845614278,-0.14023413302478627,-0.268938581738604,0.04333161190023602,-0.40150679744127626
-0.8998294282946517,0.2394428720683141,0.1810195938060632,0.0102640326828957,-0.18541760929286852,-0.7257587382887203,0.4797143167201215,-0.4128723138073964,-0.47140620025043267,-0.2729912506581877,-0.362724074742216,0.09158388449789881,-0.3320044567566911
-0.8504679678092847,0.3404171378295781,0.1914717631609159,-0.0533560297272353,-0.14986299387002358,-0.6565679007307758,0.4242077573217769,-0.4949219949590517,-0.6529067645845035,-0.289747238325115,-0.4306765422373421,0.17130885459596998,-0.2797885033422681
-0.8002572986018398,0.3707347356355241,0.14188941839885214,-0.1654077839252157,-0.1065913497448989,-0.522246321966554,0.2831054041064418,-0.5036392262394852,-0.6505291161095949,-0.24157966559631391,-0.4705664918069133,0.2514225424503069,-0.23894992833656775
-0.7481008433314855,0.3511786066912215,0.0692120293532847,-0.2648016707324239,-0.05834103651789971,-0.3676830419680202,0.1126880234576331,-0.456383341691533,-0.545265872987383,-0.1650802044082749,-0.4815093875971014,0.31218976778697793,-0.20470907401852956
-0.6989774381700045,0.2984929381078582,-0.0019194540605022986,-0.3177992549149671,-0.008682393527998197,-0.22165577756804755,-0.048661816205551184,-0.3701250212436863,-0.3949631525995153,-0.0848526991871371,-0.46387733441788137,0.34295626528991185,-0.1732889682858294
-0.6492927812417596,0.2258945100613461,-0.056886055185338305,-0.3117667493105304,0.0385033992768122,-0.10002642801808703,-0.1773623981898585,-0.2606872056248245,-0.2383788626155207,-0.0158081285407704,-0.4191986348009885,0.3400860010696566,-0.14179994864686774
-0.6009676134008259,0.1435530679279653,-0.0889992078529965,-0.24954750591256059,0.07947323068295101,-0.008651732443704596,-0.26177439613540066,-0.1421146835777259,-0.0989027041173359,0.034743541480963494,-0.3500452190152634,0.3051036901132563,-0.10813557572638352
-0.5474610452635412,0.059040719397046304,-0.0975941775058748,-0.1444534739117826,0.1109987377685577,0.05399092080200907,-0.2995812974692667,-0.026172351371358406,0.012062113219550905,0.0652046125577709,-0.2599079480393915,0.24304251471523708,-0.0708798362847053
-0.5001693383231517,-0.022249643439310296,-0.0863084662095222,-0.0158756246950518,0.13067075567469588,0.0944625328871683,-0.295408711705228,0.078027855388051,0.0920554438883395,0.0780040177023037,-0.15305978949203,0.16099704388971048,-0.029225635750625
-0.4499339385465646,-0.0967168970194726,-0.06154520155600991,0.1144866561984595,0.1371315375904291,0.1223063813519451,-0.2586825635895405,0.1642713576471651,0.1448550672565418,0.0781147932953668,-0.03440686651933171,0.06688135376359589,0.017095419732085795
-0.3980395140376155,-0.1621952142684811,-0.031121509458160487,0.22577721016374191,0.1302347449517799,0.1482767550615587,-0.20172617109283378,0.2293566564969131,0.1781098362149838,0.0717746595529349,0.09067262036014491,-0.0316076510490626,0.0678719517445559
-0.3491316360993248,-0.217628567577211,-0.003101870834611692,0.30051577965909543,0.1111332078545883,0.1828525372613966,-0.13809620824810032,0.2730823844650796,0.20131111377020391,0.06540970942499941,0.216501598453133,-0.1278217150916425,0.12246044851901489
-0.2980528169440125,-0.2627762068044987,0.015183537814261211,0.3265117153779425,0.0822944556812209,0.2350356367342643,-0.081157552834767,0.2981056845101181,0.2241024975802057,0.0647612059262376,0.33728945513195696,-0.21678750872837732,0.17982161435144173
-0.2497089595893461,-0.2979491123022193,0.017935519939592304,0.2981587164633003,0.0474440179411941,0.3114342670597604,-0.0428970189088802,0.3096719167161875,0.2549278324336386,0.0742154878984859,0.44732949711745784,-0.2956277038266956,0.2385454295004808
-0.1983325555471916,-0.3329227750003989,-0.004177939020382104,0.10385382596718551,-0.026182932271794704,0.47682809839261747,0.0031886926603678922,0.3191112435074688,0.3064154082227611,0.09481254858781489,0.60037383912291,-0.4009508409997108,0.27649747772027866
-0.1477176390753811,-0.3605903289791022,-0.04594979988535741,-0.0529144526942865,-0.03862623945283028,0.6274111742342394,-0.0445420867140279,0.33769578655347654,0.36589628934778784,0.1450808831368707,0.6552261222417358,-0.4352221816663302,0.3192754517253525
-0.0991449767622422,-0.36369962686335067,-0.1184139145054994,-0.1988945817229093,-0.04371884533656539,0.7846225526576214,-0.1383362523812064,0.32130264967353284,0.4875077600094041,0.17390620005576513,0.678578508725724,-0.4863265280075838,0.39417490240239295
-0.0489156180404582,-0.360576959301142,-0.2263563448680245,-0.3360509940213272,-0.025989955697720613,0.9356886403725195,-0.2724512062559924,0.34957969016994517,0.6139500137075719,0.2221359496358155,0.6639274332370106,-0.502034833520274,0.46649196511120383
0.0,-0.33630841514854387,-0.2986276624930909,-0.41419654328971883,0.0068504591653889,1.1041471929044657,-0.4185773718708281,0.4845656594640366,0.7016030554077132,0.2779653163948991,0.5996894734077546,-0.554200736453765,0.5453045609936902
0.0521220338414423,-0.31883480037590173,-0.3599494440878168,-0.4443917196139219,0.05127455141595372,1.267480829343867,-0.5816154850538285,0.683439243325093,0.7872483601930768,0.30087083187070573,0.5181677020893941,-0.6956034033503125,0.5643632603878277
0.1012746374356841,-0.2962117712292941,-0.39883023100884724,-0.37323588567035804,0.1497068933463571,1.4334047494841304,-0.742369408496937,0.9698498344608053,0.8628998810601884,0.37362946627479743,0.49166372411477055,-0.883325776359382,0.5144072782724487
0.1539968752643593,-0.2654782235331871,-0.4053382733354451,-0.252819647942304,0.33104665315422677,1.6190009197271285,-0.9577185683036089,1.2865407861698976,0.9049160961504987,0.3920320399935879,0.46269289626769106,-1.0780755657893284,0.45224300825377645
0.2018704113152125,-0.26263281853573606,-0.36471832587226544,-0.07752911934621609,0.5476442499109809,1.778375095348307,-1.0997068638375407,1.5520049331315948,0.9125367572662964,0.3793214825317864,0.34676969840771665,-1.272259631072549,0.3299064775949587
0.25059800151818,-0.2199099295644612,-0.2316514101360659,0.1842536748103679,0.8082399125226916,1.8896759309593139,-1.219790908957505,1.720500000682056,0.9179788834850833,0.3717999128056868,0.21372685287093623,-1.3943194702045791,0.15647882135994717
0.3032420831978015,-0.15834990616451522,-0.02252879121084911,0.40549451882496923,1.055738709476827,1.9397643423812907,-1.2914277457463448,1.832547705978198,0.9474413870342084,0.38033255147134715,0.03296542840224892,-1.4716918101207521,-0.0196070255839198
0.3507181681707152,-0.006432761651151198,0.2140143534383375,0.6753565931622914,1.288143370119149,1.915338191565397,-1.311375877057098,1.901469589175392,1.0051565991439313,0.42763084027325166,-0.11368264293865749,-1.513144608348713,-0.2155131702014117
0.4018823801558635,0.1827965908432196,0.49728967863531126,0.8738509849310236,1.4544271330910536,1.8309822992015818,-1.36179869532215,1.933420741776803,1.1308211591989774,0.40068763601805557,-0.1823231047222278,-1.548415020008436,-0.36932511294307746
