,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
-1.0,-0.312767288806289,-0.33862235374819516,0.31540296891094444,-0.7363862514965441,0.13103119338554386,-0.482716992147767,0.24479493510596725,1.4630139716598265,-0.5654017499984115,0.9272027956537788,1.7535034022935012,-1.1536985327432006,0.048799768263063176,1.0623863970154164,-0.07815222864581883,1.2059447801986727,1.4318301517775138,0.647064671567352,0.3791967985808964,-0.059286565109256624,0.13769114426716508,0.016108970158346378,-0.18925100466318884,-0.6057571295139791,0.6392718356403352,0.07687017424685566,0.031244333923107576,-0.17263197364712232,0.7604319764218456,0.026923218068084676
-0.9499999999999996,-0.6765825217665485,-0.6311833140423505,0.38402356442635066,-0.809781166731855,-0.008589948954995735,-0.16802515058858203,0.5484476554943447,1.1068202413935078,-0.6059927220947557,0.5803410130051341,1.4234719885864051,-1.0169518394472494,0.08902105350034198,1.044338028526995,0.19263898942256416,0.8151744040943758,1.2041520751393882,0.24732663970703436,0.2905032993588468,-0.23471094612681745,-0.15344051816468074,-0.5130340448256995,-0.3612987759590851,-1.3932648132444074,0.11451293072185717,-0.20245280431322993,-0.24947130713032845,0.21583266947204718,0.3423338517265606,-0.06668575819696794
-0.8999999999999999,-0.8119367622440079,-0.4584324426995135,0.24338733947841729,-0.7348097642652842,-0.12471474711125372,0.03950613393238689,0.43577242617176326,0.9014011191749207,-0.5755248818218544,0.4207761637805133,0.982738162814891,-0.8844014775635061,0.062084263453670796,1.0446510367943542,0.2965422145889679,0.4676670190966281,0.9638064067357428,-0.013872265333043698,0.32811104595121077,-0.22443158887966402,-0.245444853321677,-0.7856347594586295,-0.5007849083245295,-1.2093766663394818,-0.04446225422562472,-0.22507511273334072,-0.4825430215378972,0.4767482408710836,0.2932132550636642,-0.1576770050272554
-0.8500000000000001,-0.7685659586543511,-0.065439265738764,0.04060258032455108,-0.5959334162604188,-0.1883064966862962,0.17259555668749008,0.12640095852418867,0.7491556361392877,-0.498341702338457,0.35610346471762444,0.5663935153455325,-0.7296983599210988,-0.01421787032515942,0.9929178980952303,0.2784416673435981,0.16736586483930418,0.7131900993896283,-0.1443358133824473,0.3767227956855569,-0.107988048667502,-0.237586316621509,-0.8670391629449804,-0.5671963287150252,-0.5878847292663893,-0.011236576162663298,-0.12546719955149302,-0.6403265996302462,0.6218187942188552,0.3868337027795897,-0.2201736880916173
-0.7999999999999998,-0.5981651240070028,0.3765589404883675,-0.13486660214744958,-0.44591895061945724,-0.19164197777869046,0.2542364704376591,-0.2263367071027933,0.5923674221586441,-0.39646412098127076,0.32367303023718214,0.24862185809775283,-0.5455224759058297,-0.12228321194349318,0.8605173860004816,0.18242202809515062,-0.08346813020081267,0.4603284895832113,-0.16355151575742477,0.37259831500924184,0.05377747910884602,-0.1929815601375366,-0.8146069114623685,-0.5481625197639286,0.11624497613080952,0.09509451154193042,0.006657082870999725,-0.7134180219694166,0.6661334984504707,0.48269789272027935,-0.24411241969134617
-0.75,-0.3510706421670821,0.7569594848539701,-0.23811395908523442,-0.3132423181783122,-0.1418894066216976,0.2998372765655854,-0.5238680355532352,0.4041678313427135,-0.2886592985728458,0.2849198058417169,0.0573282126443664,-0.3378048166156357,-0.24529124828858861,0.648884467616805,0.049010036027238996,-0.2839826584705201,0.2163656202557665,-0.0984027197605576,0.29120952115037496,0.2164296678640914,-0.1470931181942893,-0.6773420661717313,-0.4512539122484687,0.6906555989614658,0.19931747179569298,0.11725331364366069,-0.7057543241957179,0.6271342124325947,0.5067796364041992,-0.2306264017401501
-0.6999999999999997,-0.07348693091260755,1.0137156394098088,-0.25708155276551653,-0.20866807071259164,-0.05548887822590304,0.31912549606111135,-0.7117519541682429,0.18041480718996517,-0.18973456037353603,0.22020491098028627,-0.012807743241288642,-0.12066258297252834,-0.36771302664345823,0.37919634795313145,-0.08703053795884985,-0.43450431078823504,-0.006582546069973442,0.02058452497084786,0.13621598624599918,0.3497447857391814,-0.11525015374707674,-0.49571465617225313,-0.29679615044078683,1.032883741211519,0.260491731801348,0.17974367282193837,-0.630277219449756,0.5236585395286293,0.43428385501035266,-0.18801525646852713
-0.6499999999999999,0.19474253821304346,1.1223770597433746,-0.20222696811546312,-0.13100464975446813,0.04666469997471576,0.31781552035883054,-0.7699709332515579,-0.06751251261114453,-0.11005651867754093,0.12416839137908728,0.011146229408383869,0.08795232320899388,-0.4757400027977828,0.08347466241068086,-0.19835054421507572,-0.5363528214735847,-0.19721202383311054,0.16245982826761868,-0.07023919606251883,0.43561063850605586,-0.09919626554572233,-0.3016730664009771,-0.11170023034399004,1.1211448692595665,0.26333726640988564,0.18769844506324307,-0.5051594783696194,0.3750583620637655,0.27443463918128486,-0.12830154485255343
-0.5999999999999996,0.4218198632534176,1.0862492477339127,-0.09756728666186044,-0.07203548622042413,0.14323618347328476,0.2990400420278996,-0.7041411896932899,-0.3190034517307482,-0.05529537705302204,0.0015933808379725578,0.09027729419556096,0.2698915251970554,-0.557631799653885,-0.20289618260330824,-0.26611373323123344,-0.5916992811585431,-0.34645181065151465,0.2985320493828286,-0.29591318156688107,0.46602172946645193,-0.09266435608241434,-0.11884725047709845,0.07569148918677666,0.9886198549858165,0.21061871680787417,0.14840185746393736,-0.350594066663218,0.20039385568990045,0.057291372641084554,-0.06437397276708375
-0.5499999999999998,0.5851329783960141,0.927672056708434,0.026900177091948058,-0.020625910849882044,0.21566227503708937,0.2645451653140589,-0.5376410137518073,-0.5495897110959608,-0.026394416226299042,-0.13621832750713575,0.18215436124392187,0.40973511436104004,-0.6039828763277717,-0.4472345209381836,-0.2805416604332116,-0.6034683172801184,-0.4485220032103969,0.4045181150971634,-0.5055267839620365,0.44116963634475925,-0.08597856032367604,0.037057231509053656,0.23974340243824374,0.7012426464739251,0.11652604453900686,0.07730225157727474,-0.18614604025577794,0.017702983650422055,-0.17740708037162264,-0.007717284863363941
