,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-1.0,-1.6849778785679477,1.1007587995767505,-0.3636812639846865,-0.5699277242815078,-0.6121928528352536,-0.6005706785268867,-0.39470604993881886,-0.20959413613896688,-0.36929757492157667,-0.3847371501417077,0.08121554348371052,-0.36462855265926836,0.795170811417148,-1.071959476783408,-0.07383885219897807,0.3723866852834128,0.16718738236845254,0.028755602705819117,0.04784902702615196,0.6770964583643772,-0.795439829414432,0.41994696209287574,-0.3558127849902011,-0.12873599419773987,0.07912363528262745,-1.0164080432216265,0.5222372714515625,-0.27339526281545107,-0.24607162555653786,0.8549347748987802,-0.18283680516953915,-0.04932645827298776
-0.9499999999999996,-1.0584180049097327,1.1671053228298949,-0.4981798604218115,-0.044597111443255705,-0.7722617552091552,-0.5332419105622062,-0.5131668503814024,-0.007289009665346208,-0.4918519958833504,-0.306941521174249,0.5454437570272148,-0.6050456825031284,0.3982917113911397,-0.9438145878251255,0.019768956023911266,0.6083786867029287,-0.1217708409215574,-0.02304138802500391,-0.17901771376396253,0.9184338367788787,-0.8796093586688142,0.26069332849930327,-0.20091663079418431,-0.05803100058356281,0.024844602709365282,-0.6035619930141018,0.3404171800305006,-0.6039278206880091,-0.2488761069195878,0.40885149420898015,-0.1663269481714962,0.02471863179569117
-0.8999999999999999,-0.525943685387773,1.2059438665668631,-0.6103831737374384,0.12269408708474669,-0.7230667609571914,-0.37736220722136626,-0.6153891676539327,0.09641623726931445,-0.3973626907166139,-0.34351608968879993,0.6895038389555143,-0.86902330916462,0.32558909691356885,-0.7175803383753261,0.10356075492118808,0.5770407286974053,-0.3595378104409076,-0.07484832171475295,-0.2583910040433081,0.9502761670793253,-0.7748476735781364,0.10524933601026507,-0.05384866769012095,0.028360056071930262,0.05187705158497749,-0.33373340029119314,0.31197045786563726,-0.6036606705876291,-0.21554691049234204,0.18173580616982946,-0.17320353900906993,0.18071810543593816
-0.8500000000000001,-0.11517359953585116,1.19335522622082,-0.6815448607644741,0.10884199311291887,-0.5733041150668685,-0.18683884344162327,-0.6617875823980741,0.16547904820701015,-0.20490966181011827,-0.39567813091065834,0.6524572881041402,-1.0468777702283827,0.40393304461026786,-0.46683939512146444,0.16136290618527332,0.4415114167183383,-0.5120343496947906,-0.10668074628961095,-0.2559404918481071,0.8426975142156412,-0.5600739009635174,-0.018643172833268468,-0.09964053651935856,0.10249738540271125,0.12494342345115156,-0.14103789038159856,0.3524510727290508,-0.4422694171104888,-0.17356467475534665,0.07583279203631244,-0.16394971786953566,0.3398159392047219
-0.7999999999999998,0.13690412091222381,1.0869119237881917,-0.7355891064009671,3.174233176798935e-05,-0.4278956522070445,-0.03238926841853401,-0.6699328612294148,0.1996245933110678,-0.0281224083373509,-0.4411372889680204,0.49731106756372195,-1.1236663860239056,0.4850000332771907,-0.270529733986686,0.15379985145747,0.2712896383790605,-0.6015047064864749,-0.141951797735349,-0.2520268274231703,0.6200849510053762,-0.32697300763371373,-0.1294848837129146,0.1357549857857866,0.11738083103771009,0.18435706470486168,-0.018221874942940808,0.3738243776614543,-0.26593104919456323,-0.1703715263752956,-0.006386612803014308,-0.15321678220258791,0.4237270173198446
-0.75,0.27984011098581174,0.9252651086952777,-0.7337958709819591,-0.09375188856950253,-0.29252341822449246,0.09887759568918217,-0.6048186862088166,0.24625062891080826,0.12057950045527105,-0.4203200118588314,0.3228794861861367,-1.0588917560271254,0.5367278449903878,-0.11574072017659803,0.11891173368785876,0.15843797998193776,-0.5969249778779689,-0.14184991948072523,-0.24109410987036764,0.3652895036077749,-0.08056987535315284,-0.18614755333348343,-0.08340558138508804,0.10648243312281197,0.24780867178080537,0.09265805016485076,0.381235148966906,-0.10577732673179384,-0.17372542132609325,-0.06629203272307774,-0.10111456815471764,0.44986426935869905
-0.6999999999999997,0.3234271171323336,0.7049648826081858,-0.6928376511599235,-0.14839448116987763,-0.20053379511774194,0.18094847850683055,-0.49303469030110886,0.28810025017594787,0.20328148521310835,-0.34690993921401847,0.15164267082718846,-0.8913992954475898,0.512767346203509,-0.023061719735652846,0.04990643207676186,0.10935231706469445,-0.5283076235681485,-0.12310135552834885,-0.25410834389572967,0.10063951312888036,0.13746981450509016,-0.20533659399327434,0.16067764200223195,0.06056039881326386,0.28913519730711623,0.18572413764910806,0.34731237315318847,-0.008345233827468643,-0.19477197982909164,-0.13555034069518945,-0.02827706671281534,0.40420876714613707
-0.6499999999999999,0.2987879580135465,0.4441035386357745,-0.6165782638440824,-0.14991311051918987,-0.15262163903850218,0.2130508000926875,-0.3512563083714101,0.3162920273704612,0.21699414014060703,-0.2331147524073855,0.0031911197755228188,-0.6598785215514604,0.4095206392825267,0.015106247836553219,-0.040364498952524884,0.12168706941558902,-0.4153125772386292,-0.08952792688330508,-0.2944524162054737,-0.14459409619263078,0.3124013770710776,-0.19279820947435838,0.027512922753205313,-0.008656028813815983,0.3036607076840534,0.2625244426466497,0.27360027326755004,0.021564991742878417,-0.2242443246628047,-0.21538313160609937,0.054886215892710116,0.3015122712811375
-0.5999999999999996,0.2365933004486665,0.16252691393105906,-0.5118884541931636,-0.10356341727112772,-0.13954923231521582,0.20020082249414067,-0.199306244713648,0.3184527246913238,0.17094373937665408,-0.09991428800674532,-0.11699846362678322,-0.4092228907149384,0.24051078348313532,0.01302101491451578,-0.13846078774428322,0.17618131956285787,-0.2804197568619593,-0.04765489227410361,-0.3575323925455159,-0.3505354432134311,0.4365707998599971,-0.15852588324740752,0.1351027671191779,-0.08816560442137211,0.2898543910911098,0.318782896684097,0.1688607736332594,-0.004630548115496215,-0.25204572383664803,-0.29887978105774554,0.13449835253072967,0.1625774263077316
-0.5499999999999998,0.17052590398332615,-0.11326949082991475,-0.38036167418258254,-0.01967596326757265,-0.13978339601973774,0.15827156769004355,-0.049670903632258546,0.2900692551711693,0.08884971955698975,0.03582673891273625,-0.20533940369294204,-0.17463153272907364,0.036199738849825656,-0.005031417499399851,-0.22482264688520154,0.25150244821745754,-0.13854632049310736,0.0017477603130635483,-0.4259784819054513,-0.4987275570483401,0.5143089519033599,-0.10784956551205645,0.21112524045178324,-0.15866136316978885,0.2554223694015512,0.35476915521530084,0.052364056465979046,-0.05936554217856795,-0.26209838414970205,-0.36824943616870215,0.20319919773712888,0.016732258009184243
